author,statement,source,date,target,BinaryTarget,BinaryNumTarget
Miriam Valverde,“Pope Francis says covid vaccine will now be required to enter heaven.”,Facebook posts,"15, December 2020",pants-fire,FAKE,0
Eric Litke,“Wisconsin is one of the few states that doesn’t allow absentee ballots to be processed before Election Day.”,Tim Carpenter,"15, December 2020",true,REAL,1
Ciara O'Rourke,The CDC delivers groceries and cleaning products “twice while you’re in quarantine.”,Instagram posts,"14, December 2020",false,FAKE,0
Ciara O'Rourke,“Biden did not win legally.”,Facebook posts,"14, December 2020",pants-fire,FAKE,0
Tom Kertscher,"Says Jon Ossoff ""wants total, blanket amnesty and he wants a total lockdown.""",David Perdue,"14, December 2020",barely-true,FAKE,0
Noah Y.,The COVID-19 pandemic has caused four of the eight “deadliest days in American history.”,Facebook posts,"December • 11,",half-true,FAKE,0
Ciara O'Rourke,“FDA announces 2 deaths of Pfizer vaccine trial participants from ‘serious adverse events.’”,Bloggers,"11, December 2020",barely-true,FAKE,0
Samantha Putterman,The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.,Facebook posts,"11, December 2020",false,FAKE,0
Brandon Mulder,Says that this year is the first time during his 27 years as senator “that two African Americans have ever served on the same (Senate) committee.”,Royce West,"11, December 2020",false,FAKE,0
Miriam Valverde,"""If all goes 'well' it'll become federal law to get the (COVID-19) vaccine.""",Facebook posts,"11, December 2020",false,FAKE,0
Daniel Funke,“Biden confirms agenda to microchip the masses”,Instagram posts,"11, December 2020",pants-fire,FAKE,0
Tom Kertscher,"Says David Perdue “hasn't held a single public town hall meeting in six years” and “sells four meetings a year and a retreat on a private island for a $7,500 corporate PAC check.”",Jon Ossoff,"11, December 2020",mostly-true,FAKE,0
Ciara O'Rourke,Photo shows “MAYHEM in Oregon!”,Viral image,"11, December 2020",false,FAKE,0
Amy Sherman,“No candidate has ever won both Florida and Ohio and lost.”,Donald Trump,"10, December 2020",pants-fire,FAKE,0
Ciara O'Rourke,“Voting machines found in bus in Arizona.”,Facebook posts,"10, December 2020",false,FAKE,0
Bill McCarthy,"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",Laura Ingraham,"10, December 2020",false,FAKE,0
Monique Curet,Says Texas Rep. Terry Meza said changing the castle doctrine is meant to create a “peaceful” transfer of property from victims to thieves,Facebook posts,"10, December 2020",pants-fire,FAKE,0
Miriam Valverde,"“40 years of research, and no vaccine for HIV. At least 100 years of research and no vaccine for cancer. Ongoing research and no vaccine for the common cold. Now in less than a year, there's a vaccine for COVID-19?”",Facebook posts,"10, December 2020",barely-true,FAKE,0
Eric Litke,"“In Wisconsin, there are approximately 70,000 absentee ballots that do not have matching ballot applications as required by law.”",Donald Trump,"10, December 2020",pants-fire,FAKE,0
Ciara O'Rourke,“Head of Pfizer research: Covid vaccine is female sterilization.”,Bloggers,"10, December 2020",false,FAKE,0
Eric Litke,"The probability of Biden winning in Wisconsin, Georgia, Michigan and Pennsylvania “given President Trump’s early lead ... is less than one in a quadrillion” in each state.",Facebook posts,"9, December 2020",pants-fire,FAKE,0
Samantha Putterman,Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.,Facebook posts,"9, December 2020",false,FAKE,0
Ciara O'Rourke,The Supreme Court “has decided to take up the Texas case.”,Facebook posts,"9, December 2020",false,FAKE,0
Noah Y.,"A forensics examination of a Ware County, Ga., Dominion Voting Systems machine found votes were switched from Donald Trump to Joe Biden.",Jody Hice,"December • 9,",false,FAKE,0
Daniel Funke,"""The FDA knows that rushed-to-market COVID-19 vaccines may cause a wide range of life-threatening side effects, including death.""",Bloggers,"9, December 2020",barely-true,FAKE,0
Tom Kertscher,"Says Kelly Loeffler “welcomed the support of a QAnon conspiracy theorist, and she sat down with a white supremacist for an interview.”",Raphael Warnock,"9, December 2020",half-true,FAKE,0
Warren Fiske,"""In Chesterfield (Va.), the Southside precinct is infamous for having over 100% of the vote count…”",Amanda Chase,"9, December 2020",pants-fire,FAKE,0
D.L. Davis,"“Actually, I won Wisconsin.”",Donald Trump,"9, December 2020",pants-fire,FAKE,0
Samantha Putterman,People in Germany saw this electoral map that shows Trump beating Biden with 410 electoral votes before Dominion’s servers were seized.,Facebook posts,"8, December 2020",pants-fire,FAKE,0
Simone Esters,"“The president got the highest percentage of minority votes of any Republican candidate for president in over 100 years.""",Roy Blunt,"8, December 2020",false,FAKE,0
Paul Specht,The National Institutes of Health “states that regular marijuana use can reduce IQ by 8 points.”,David Rouzer,"8, December 2020",barely-true,FAKE,0
Ciara O'Rourke,Says Joe Biden killed a Kelly Loeffler campaign staffer.,Facebook posts,"8, December 2020",false,FAKE,0
Louis Jacobson,"""People have lost faith in the ability of the vaccine to work. Already, the numbers are really staggeringly low.""",Joe Biden,"8, December 2020",half-true,FAKE,0
Madison Czopek,"“The first randomized controlled trial of more than 6,000 individuals to assess the effectiveness of surgical face masks against SARS-CoV-2 infection found masks did not statistically significantly reduce the incidence of infection.""",Viral image,"7, December 2020",barely-true,FAKE,0
Ciara O'Rourke,Says Kelly Loeffler was wearing a wire during the Georgia Senate debate.,Viral image,"7, December 2020",pants-fire,FAKE,0
Ciara O'Rourke,Photo shows Kelly Loeffler’s house.,Viral image,"7, December 2020",false,FAKE,0
Amy Sherman,“No state in the country verifies United States citizenship as a condition for voting in federal elections.”,Donald Trump,"7, December 2020",barely-true,FAKE,0
Madeline Heim,“CDC admits old ‘science’ was wrong” on COVID-19 quarantine guidance.,Duey Stroebel,"7, December 2020",false,FAKE,0
Kiannah Sepeda-Miller,"“Republican elected officials, a network of propaganda publications in the state and some radio shock jocks” were spreading “a lie” about his daughter breaking COVID-19 restrictions.",JB Pritzker,"6, December 2020",true,REAL,1
Ciara O'Rourke,"Says George Patton said, “Politicians are the lowest form of life on earth. Liberal Democrats are the lower form of politicians.”",Viral image,"4, December 2020",false,FAKE,0
Clara Hendrickson,"In 10 Michigan precincts, voter turnout reached 100% and in 6 precincts it surpassed 100%",Russell James Ramsland Jr.,"4, December 2020",pants-fire,FAKE,0
Jill Terreri,Says Charles Schumer supports “putting everybody on the Medicare system. He wants the Green New Deal … reduce funding for the police.”,Rick Scott,"December • 4,",false,FAKE,0
Ciara O'Rourke,China recovered from COVID-19 “without a vaccine.”,Viral image,"4, December 2020",false,FAKE,0
Eric Litke,The USPS backdated 100K ballots so they could be counted illegally.,Facebook posts,"4, December 2020",false,FAKE,0
Bill McCarthy,Video footage from Georgia shows suitcases filled with ballots pulled from under a table and illegally counted after election observers were told to leave.,Facebook posts,"4, December 2020",false,FAKE,0
Eric Litke,Residents the Wisconsin Election Commission suspected of moving are “illegal voters.”,Donald Trump,"4, December 2020",false,FAKE,0
William Skipworth,"""Beware - George Soros is starting a Fake News site in Missouri”",Liberty Alliance,"3, December 2020",false,FAKE,0
Paul Specht,Says COVID-19 has killed more North Carolinians in a year than the flu has in 10 years.,Mandy Cohen,"3, December 2020",true,REAL,1
D.L. Davis,"""In 2019, Republicans stripped $40 million from the budget for lead pipe replacement - because they thought it helped MKE too much.""",Chris Larson,"3, December 2020",mostly-true,FAKE,0
Noah Y.,"“Gina Haspel, CIA head is dead!”",Tweets,"December • 3,",pants-fire,FAKE,0
Miriam Valverde,"“Masks will kill quite a few people, it’s well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.”",Facebook posts,"3, December 2020",false,FAKE,0
Noah Y.,Says “Hugo Chavez’s family still owns” Dominion Voting Systems.,Facebook posts,"December • 3,",false,FAKE,0
Ciara O'Rourke,Says “Former President Barack Obama arrested for ESPIONAGE.”,Bloggers,"3, December 2020",pants-fire,FAKE,0
Ciara O'Rourke,Says Joe Biden is wearing a foot boot to hide an ankle monitor.,Facebook posts,"3, December 2020",pants-fire,FAKE,0
Warren Fiske,"“People of color and those of not, they use marijuana at the same rate. People of color are three times more likely to get arrested and convicted.”",Ralph Northam,"3, December 2020",true,REAL,1
Amy Sherman,A Dominion representative in Gwinnett County improperly downloaded election data to “manipulate the data.”,Facebook posts,"2, December 2020",pants-fire,FAKE,0
Bill McCarthy,The coronavirus pandemic is “effectively over” in the United Kingdom and “there is absolutely no need for vaccines.”,Bloggers,"2, December 2020",pants-fire,FAKE,0
Louis Jacobson,“The states that are locked down are increasing at twice the rate we are” in Florida,Ron DeSantis,"2, December 2020",half-true,FAKE,0
Miriam Valverde,“Trump margin of ‘defeat’ in 4 states occurred in 4 data dumps between 1:34-6:31 AM. Statistical anomaly? Fraud?”,Rand Paul,"2, December 2020",pants-fire,FAKE,0
Noah Y.,"“Supreme Court Shakes Up 2020 Election, Assigns Conservatives To Swing State Circuit Courts.”",GOP Daily Brief,"December • 2,",barely-true,FAKE,0
Ciara O'Rourke,Says Joe Biden plagiarized Donald Trump in his Democratic National Convention speech.,Facebook posts,"1, December 2020",false,FAKE,0
Clara Hendrickson,“Detroit actually has the lowest infection rate in the state of Michigan. We’re half of that of the surrounding suburbs.”,Mike Duggan,"1, December 2020",half-true,FAKE,0
Laura Schulte,“Americans are paying the highest price in the world for Remdesivir because the Trump administration is allowing Gilead Sciences to jack up the prices on this #COVID19 treatment.”,Tammy Baldwin,"1, December 2020",half-true,FAKE,0
Tom Kertscher,"Says Raphael Warnock defended the “hatred” of Jeremiah Wright, the pastor who said “not God bless America, God damn America,” and gave Wright “an award for truth telling.”",Kelly Loeffler,"1, December 2020",barely-true,FAKE,0
Ciara O'Rourke,“CNN is now saying that Trump will win!”,Facebook posts,"30, November 2020",false,FAKE,0
Tom Kertscher,"Says her health care plan would ""ensure Americans with preexisting conditions are protected.""",Kelly Loeffler,"30, November 2020",false,FAKE,0
Ciara O'Rourke,Says the Denver Broncos signed Colin Kaepernick.,Viral image,"30, November 2020",false,FAKE,0
Eric Litke,"""THOUSANDS of fake votes found at Wisconsin Recount in Dane County.""",Facebook posts,"30, November 2020",pants-fire,FAKE,0
Brandon Mulder,Says that shutdowns are “ineffective” and that we now know that COVID-19 is not commonly spread “by someone going to work.”,Greg Abbott,"27, November 2020",false,FAKE,0
Eric Litke,"""Kyle Rittenhouse used his COVID-19 stimulus check to purchase the AR-15 he used in the fatal Kenosha shooting.""",Instagram posts,"25, November 2020",half-true,FAKE,0
Haley BeMiller,"“We passed one of the first (COVID-19) bills in the entire country, empowering Gov. Evers to act.”",Robin Vos,"25, November 2020",false,FAKE,0
Samantha Putterman,Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,Instagram posts,"24, November 2020",false,FAKE,0
Hayat Norimine,Dominion and Smartmatic “have closed up shop” and executives are “on the run.”,Facebook posts,"24, November 2020",false,FAKE,0
Ciara O'Rourke,“Pennsylvania just banned alcohol sales.”,Viral image,"24, November 2020",barely-true,FAKE,0
Ciara O'Rourke,Photo shows “Biden’s inaugural stage being built on the White House North Lawn.”,Viral image,"24, November 2020",false,FAKE,0
